prompt,temperature,dataset,ka_mean
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7560183092224233
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7780865384615385
"The following is a social media message written by either a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7560183092224233
"The following is a social media message written by either a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7780865384615385
"The following is a social media message written by either a Republican or a Democrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7560183092224233
"The following is a social media message written by either a Republican or a Democrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7780865384615385
"The following is a social media message written by either a Republican or a Democrat before the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7560183092224233
"The following is a social media message written by either a Republican or a Democrat before the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7780865384615385
"The following is a social media message written by either a Republican or Democrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7560183092224233
"The following is a social media message written by either a Republican or Democrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7780865384615385
"The following is a social media message written by either a Republican or Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7560183092224233
"The following is a social media message written by either a Republican or Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7780865384615385
"The following is a social media message written by either a Republican or a Democrat before the 2020 elections. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7560183092224233
"The following is a social media message written by either a Republican or a Democrat before the 2020 elections. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7780865384615385
"The following is a social media message written by either a Republican or Democrat prior to the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7560183092224233
"The following is a social media message written by either a Republican or Democrat prior to the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7780865384615385
"The following is a message written on the social networking site by either a Republican or Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7560183092224233
"The following is a message written on the social networking site by either a Republican or Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7780865384615385
"The following is a social media message written by either a Republican or a Democrat before the election in 2020. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7560183092224233
"The following is a social media message written by either a Republican or a Democrat before the election in 2020. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7780865384615385
"The following is a social media message written by either a Republican or Democrat before the 2020 elections. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7560183092224233
"The following is a social media message written by either a Republican or Democrat before the 2020 elections. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.3,tweets_pop,0.7780865384615385
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7829684145263328
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7750700638424058
"The following is a message written by a Republican or a Democrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7829684145263328
"The following is a message written by a Republican or a Democrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7750700638424058
"The following is a message written by a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7829684145263328
"The following is a message written by a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7750700638424058
"The following is a message written by a Republican or a Democrat on social media. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7829684145263328
"The following is a message written by a Republican or a Democrat on social media. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7750700638424058
"The following is a message written by a Republican or a Democrat in the run up to the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7829684145263328
"The following is a message written by a Republican or a Democrat in the run up to the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7750700638424058
"The following is a message written by a Republican or a Democrat in the run up to the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7829684145263328
"The following is a message written by a Republican or a Democrat in the run up to the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7750700638424058
"The following is a message written by a Republican or a Democrat on social media before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7829684145263328
"The following is a message written by a Republican or a Democrat on social media before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7750700638424058
"The following is a message written by a Republican or a Democrat ahead of the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7829684145263328
"The following is a message written by a Republican or a Democrat ahead of the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7750700638424058
"The following is a message written by a Republican or a Democrat before the 2020 election [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7829684145263328
"The following is a message written by a Republican or a Democrat before the 2020 election [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7750700638424058
"The following is a message written by a Republican or a Democrat in the run up to the 2020 presidential election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7829684145263328
"The following is a message written by a Republican or a Democrat in the run up to the 2020 presidential election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7750700638424058
"The following is a message written by a Republican or a Democrat in the run up to the 2020 elections. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7829684145263328
"The following is a message written by a Republican or a Democrat in the run up to the 2020 elections. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.5,tweets_pop,0.7750700638424058
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6499999999999999
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6366412213740456
"The following is a message written by either a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6499999999999999
"The following is a message written by either a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6366412213740456
"The following is a message written by either a Republican or a Democrat before the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6499999999999999
"The following is a message written by either a Republican or a Democrat before the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6366412213740456
"The following is a message written by either a Republican or a Democrat on social media. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6499999999999999
"The following is a message written by either a Republican or a Democrat on social media. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6366412213740456
"The following is a message written by either a Republican or Democrat in the run up to the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6499999999999999
"The following is a message written by either a Republican or Democrat in the run up to the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6366412213740456
"The following is a message written by either a Republican or Democrat in the run up to the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6499999999999999
"The following is a message written by either a Republican or Democrat in the run up to the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6366412213740456
"The following is a message written by either a Republican or a democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6499999999999999
"The following is a message written by either a Republican or a democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6366412213740456
"The following is a message written by either a Republican or a Democrat before the election [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6499999999999999
"The following is a message written by either a Republican or a Democrat before the election [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6366412213740456
"The following is a message written by either a Republican or a Democrat on social media before the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6499999999999999
"The following is a message written by either a Republican or a Democrat on social media before the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6366412213740456
"The following is a message written by either a Republican or a Democrat before the 2020 election and you have to label it. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6499999999999999
"The following is a message written by either a Republican or a Democrat before the 2020 election and you have to label it. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6366412213740456
"The following is a message written by either a Republican or Democrat in the run up to the 2020 presidential election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6499999999999999
"The following is a message written by either a Republican or Democrat in the run up to the 2020 presidential election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.7,tweets_pop,0.6366412213740456
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7587046812827952
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7775931852409639
"The following is a message written by either a Republican or a Democrat before the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7587046812827952
"The following is a message written by either a Republican or a Democrat before the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7775931852409639
"The following is a message written by either a Republican or a Democrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7587046812827952
"The following is a message written by either a Republican or a Democrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7775931852409639
"The following is a message written by either a Republican or a Democrat before the 2020 elections. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7587046812827952
"The following is a message written by either a Republican or a Democrat before the 2020 elections. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7775931852409639
"The following is a message written by either a Republican or a Democrat on the social media platform. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7587046812827952
"The following is a message written by either a Republican or a Democrat on the social media platform. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7775931852409639
"The following is a message written by either a Republican or a Democrat before the 2020 election [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7587046812827952
"The following is a message written by either a Republican or a Democrat before the 2020 election [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7775931852409639
"The following is a message written by either a Republican or a Democrat before the 2020 presidential election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7587046812827952
"The following is a message written by either a Republican or a Democrat before the 2020 presidential election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7775931852409639
"The following is a message written by either a Republican or a Democrat on the social network. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7587046812827952
"The following is a message written by either a Republican or a Democrat on the social network. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7775931852409639
"The following is a message written by either a Republican or aDemocrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7587046812827952
"The following is a message written by either a Republican or aDemocrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7775931852409639
"The following is a message written by either a Republican or aDemocrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7587046812827952
"The following is a message written by either a Republican or aDemocrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7775931852409639
"The following is a message written by either a Republican or a Democrat before the 2020 election and it's your task to label it. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7587046812827952
"The following is a message written by either a Republican or a Democrat before the 2020 election and it's your task to label it. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",2.9,tweets_pop,0.7775931852409639
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7774812982909043
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7861000089774666
"The following is a message on social media written by either a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7774812982909043
"The following is a message on social media written by either a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7861000089774666
"The following is a message on social media written by either a Republican or a Democrat before the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7774812982909043
"The following is a message on social media written by either a Republican or a Democrat before the election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7861000089774666
"The following is a message on social media written by either a Republican or a Democrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7774812982909043
"The following is a message on social media written by either a Republican or a Democrat before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7861000089774666
"The following is a message on social media written by either a Republican or a Democrat before the 2020 elections. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7774812982909043
"The following is a message on social media written by either a Republican or a Democrat before the 2020 elections. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7861000089774666
"The following is a message on social media written by either a Republican or a Democrat before the upcoming election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7774812982909043
"The following is a message on social media written by either a Republican or a Democrat before the upcoming election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7861000089774666
"The following is a message on social media written by either a Republican or a Democrat prior to a presidential election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7774812982909043
"The following is a message on social media written by either a Republican or a Democrat prior to a presidential election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7861000089774666
"The following is a message on social media written by either a Republican or a Democrat [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7774812982909043
"The following is a message on social media written by either a Republican or a Democrat [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7861000089774666
"The following is a message on social media written by either a Republican or a Democrat before the 2020 election and your task is to label whether it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7774812982909043
"The following is a message on social media written by either a Republican or a Democrat before the 2020 election and your task is to label whether it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7861000089774666
"The following is a message on social media written by either a GOP or Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7774812982909043
"The following is a message on social media written by either a GOP or Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7861000089774666
"The following is a message on social media written by either a Republican or a Democrat before the 2020 election and your task is to label whether it is populist or not. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7774812982909043
"The following is a message on social media written by either a Republican or a Democrat before the 2020 election and your task is to label whether it is populist or not. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.1,tweets_pop,0.7861000089774666
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.690801919359293
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.6558658541332376
"The following is a political message that is written before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.690801919359293
"The following is a political message that is written before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.6558658541332376
"The following is a message that will be sent before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.690801919359293
"The following is a message that will be sent before the 2020 election. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.6558658541332376
"The following is a political message that may be written by a Republicans or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.690801919359293
"The following is a political message that may be written by a Republicans or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.6558658541332376
"The following is a political message that is written before the 2020 election and could be a message from either a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.690801919359293
"The following is a political message that is written before the 2020 election and could be a message from either a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.6558658541332376
"The following is a political message that is written before the 2020 election and could be a message from either a Republican or Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.690801919359293
"The following is a political message that is written before the 2020 election and could be a message from either a Republican or Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.6558658541332376
"The following is a political message that is written before the 2020 election and can be found on the social networking site. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.690801919359293
"The following is a political message that is written before the 2020 election and can be found on the social networking site. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.6558658541332376
"You need to label whether or not it is a populist post. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.690801919359293
"You need to label whether or not it is a populist post. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.6558658541332376
"The following is a political message that is written before the 2020 election and can be found on the social networking website. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.690801919359293
"The following is a political message that is written before the 2020 election and can be found on the social networking website. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.6558658541332376
"The following is a political message that is written before the 2020 election and could be a message from either a Republican or democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.690801919359293
"The following is a political message that is written before the 2020 election and could be a message from either a Republican or democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.6558658541332376
"The following is a political message that is written before the 2020 election and can be found on the web. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.690801919359293
"The following is a political message that is written before the 2020 election and can be found on the web. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.3,tweets_pop,0.6558658541332376
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.7,tweets_pop,0.6190474943136921
"The following is a Twitter message written either by a Republican or a Democrat before the 2020 election. Your task is to label whether or not it contains populist language. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.7,tweets_pop,0.6295182926829266
"The following message is written by a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.7,tweets_pop,0.6190474943136921
"The following message is written by a Republican or a Democrat. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.7,tweets_pop,0.6295182926829266
"The following message is written by a Republican or a Democrat and needs to be labeled as populist. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.7,tweets_pop,0.6190474943136921
"The following message is written by a Republican or a Democrat and needs to be labeled as populist. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.7,tweets_pop,0.6295182926829266
"The following message is written by a Republican or a Democrat and needs to be labels. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.7,tweets_pop,0.6190474943136921
"The following message is written by a Republican or a Democrat and needs to be labels. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.7,tweets_pop,0.6295182926829266
"The following message is written by a Republican or a Democrat and needs to be distinguished. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.7,tweets_pop,0.6190474943136921
"The following message is written by a Republican or a Democrat and needs to be distinguished. [Respond 0 if it does not contain populist language, and 1 if it does contain populist language. Guess if you do not know. Respond nothing else.]",3.7,tweets_pop,0.6295182926829266
