codingid,coderid,manifestoid,sentenceid,code,scale,party,year,source,sentence_text,sentence_context,uid
370517296,1.10e+07,Con 1997,40001621,NA,None,Conservatives,1997,Crowd,We will introduce sunset requirements into new regulations whenever appropriate so that they are automatically reviewed or dropped after a specific period.,We have already abolished over a thousand regulations. New regulations must only be introduced if it is clear that their benefits exceed their costs and they do not place an undue burden on a small firm. WE WILL INTRODUCE SUNSET REQUIREMENTS INTO NEW REGULATIONS WHENEVER APPROPRIATE SO THAT THEY ARE AUTOMATICALLY REVIEWED OR DROPPED AFTER A SPECIFIC PERIOD. Many businessmen suffer regulatory burdens imposed by local government and quangos. We will therefore insist that the whole of the public sector adopts the same stringent rules that we require of central government in justifying the benefits of new regulations against their costs.,UID19256
9915,Livio,Con 2001,1100001801,NA,None,Conservatives,2001,Experts,"Labour have said that, if they were re-elected, they would increase spending each year faster than the growth of our national income.","They have broken that promise. Experts have catalogued forty-five separate tax increases since 1997. LABOUR HAVE SAID THAT, IF THEY WERE RE-ELECTED, THEY WOULD INCREASE SPENDING EACH YEAR FASTER THAN THE GROWTH OF OUR NATIONAL INCOME. That inevitably means even higher taxes. Higher taxes come naturally to Labour, because they don't trust people to spend their own money.",UID5636
370517677,1.52e+07,Con 1992,1070002611,1,Economic,Conservatives,1992,Crowd,"But we must drive inflation down so low that it no longer affects the decisions made by ordinary people, businesses and government.","To make sure that market mechanisms and incentives are allowed to do their job. Price stability does not mean a frozen economy in which no price ever moves. BUT WE MUST DRIVE INFLATION DOWN SO LOW THAT IT NO LONGER AFFECTS THE DECISIONS MADE BY ORDINARY PEOPLE, BUSINESSES AND GOVERNMENT. When inflation rises, so do bankruptcies. When inflation falls, industry can plan again for a profitable future.",UID18703
62080,Alex,Lab 1997,60008861,NA,None,Labour,1997,Experts,"On its advice, government will where necessary send in a management team with full powers to remedy failure.","Every council will be required to publish a local performance plan with targets for service improvement, and be expected to achieve them. The Audit Commission will be given additional powers to monitor performance and promote efficiency. ON ITS ADVICE, GOVERNMENT WILL WHERE NECESSARY SEND IN A MANAGEMENT TEAM WITH FULL POWERS TO REMEDY FAILURE. Labour councils have been at the forefront of environmental initiatives under Local Agenda 21, the international framework for local action arising from the 1992 Earth Summit. A Labour government will encourage all local authorities to adopt plans to protect and enhance their local environment.",UID9473
24226,Iulia,Lab 1997,60004471,-2,Economic,Labour,1997,Experts,All young people will be offered part-time or full-time education after the age of 16.,"Rights and responsibilities must go hand in hand, without a fifth option of life on full benefit. Every 16 and 17 year-old on the road to a proper qualification by the year 2000. Nearly a third of young people do not achieve an NVQ level two qualification by age 19. ALL YOUNG PEOPLE WILL BE OFFERED PART-TIME OR FULL-TIME EDUCATION AFTER THE AGE OF 16. Any under-18 year-old in a job will have the right to study on an approved course for qualifications at college. We will replace the failed Youth Training scheme with our new Target 2000 programme, offering young people high-quality education and training.",UID12147
342180298,2.11e+07,Lab 1997,60003841,0,Economic,Labour,1997,Crowd,Labour pioneered the idea of public/private partnerships.,"We recognise the need for open and predictable regulation which is fair both to consumers and to shareholders and at the same time provides incentives for managers to innovate and improve efficiency. Reinvigorate the Private Finance Initiative. Britain's infrastructure is dangerously run down: parts of our road and rail network are seriously neglected, and all too often our urban environment has been allowed to deteriorate. LABOUR PIONEERED THE IDEA OF PUBLIC/PRIVATE PARTNERSHIPS. It is Labour local authorities which have done most to create these partnerships at local level. A Labour government will overcome the problems that have plagued the PFI at a national level.",UID15193
370520787,1.68e+07,Con 2001,1100000951,-1,Economic,Conservatives,2001,Crowd,We will let families keep more of what they earn.,"If the inspectors confirm their view, the school's management will have to be changed. This is our Parent's Guarantee. WE WILL LET FAMILIES KEEP MORE OF WHAT THEY EARN. We will support marriage. We will provide choice and high standards in schools.",UID15346
342164945,2.02e+07,Con 1987,10000941,2,Economic,Conservatives,1987,Crowd,But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses,"Of course, it is not possible to give people independence. That is something we must all achieve by our own efforts. BUT WHAT THIS CONSERVATIVE GOVERNMENT HAS DONE IS TO MAKE IT EASIER FOR PEOPLE TO ACQUIRE INDEPENDENCE FOR THEMSELVES: BY INTRODUCING THE RIGHT TO BUY COUNCIL HOUSES by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans.",UID15422
326877966,1.86e+07,Con 1992,1070014151,-1,Economic,Conservatives,1992,Crowd,"We will continue to promote a diverse rural economy, balancing the need for jobs, housing and services in rural areas with protection of the rural environment.","It is a place where people live and work, as they have done in the past and will do in the future. In providing our public services, we will continue to recognise the particular needs of people who live in the countryside. WE WILL CONTINUE TO PROMOTE A DIVERSE RURAL ECONOMY, BALANCING THE NEED FOR JOBS, HOUSING AND SERVICES IN RURAL AREAS WITH PROTECTION OF THE RURAL ENVIRONMENT. AGRICULTURE. Centuries of farming have shaped our countryside. Now farming is at a crossroads, both here and in the rest of the European Community World-wide pressure to reduce protectionist measures, and the need to contain the cost of the Common Agricultural Policy, mean that farmers will face reduced support and increased competition.",UID260
334313948,2.09e+07,LD 1987,20007891,NA,None,Liberal Democrats,1987,Crowd,In the meantime Britain should itself ban nuclear weapons testing and should encourage the US to do likewise.,"The Alliance would withdraw UK support for President Reagan's Strategic Defence Initiative, which clearly involves breaching the ABM Treaty, is destabilising and is likely to lead to further escalation. We will seek to revive negotiations on a Comprehensive Test Ban. IN THE MEANTIME BRITAIN SHOULD ITSELF BAN NUCLEAR WEAPONS TESTING AND SHOULD ENCOURAGE THE US TO DO LIKEWISE. We would seek a battlefield-nuclear-weapon-free zone in Central Europe extending 150km in each direction from the East-West divide. We believe that NATO relies too heavily on nuclear weapons at all levels for deterrence.",UID14493
201970824,1.24e+07,Con 1997,40003181,NA,None,Conservatives,1997,Crowd,We will also remove the power of local authorities to operate care homes where this is in the best interests of the people for whom they are responsible.,Social workers working with children will receive special training to cope with the often heart-rending cases they face. We will raise standards through a new regulatory framework which will apply the same standards in both the public and private sector. WE WILL ALSO REMOVE THE POWER OF LOCAL AUTHORITIES TO OPERATE CARE HOMES WHERE THIS IS IN THE BEST INTERESTS OF THE PEOPLE FOR WHOM THEY ARE RESPONSIBLE. We believe that families who use social services should be able to exercise choice wherever practicable. We have given cash payments to disabled people to purchase the services they need directly.,UID9565
27498,Mik,LD 2005,1140000381,1,Economic,Liberal Democrats,2005,Experts,"Freedom - because Liberal Democrats believe that individuals should govern their own lives, free from unnecessary interference by government or society.","These are the qualities of the British people at their best, and they are the guiding principles of the Liberal Democrats. This manifesto is built on these principles - principles that we believe must underpin the government of this country, but which are too often lacking in public life today. FREEDOM - BECAUSE LIBERAL DEMOCRATS BELIEVE THAT INDIVIDUALS SHOULD GOVERN THEIR OWN LIVES, FREE FROM UNNECESSARY INTERFERENCE BY GOVERNMENT OR SOCIETY. So we want to build a society which gives individual men and women opportunities to pursue their aims, develop their talents and shape their successes. A country where people are free to shape their future is stronger, wealthier, happier, and more fulfilled.",UID8601
11933,Mik,Lab 2001,1120009141,0,Economic,Labour,2001,Experts,"Despite being enjoyed by more than six million visitors, the Dome did not fulfil expectations and we have learned the lessons, good and bad, from it.","The New Opportunities Fund (NOF) directs help to education, health and the environment Ð after-school clubs, vital cancer-beating equipment, local green spaces. We backed going ahead with the Dome as an opportunity to showcase British talent and give people a good day out in millennium year. DESPITE BEING ENJOYED BY MORE THAN SIX MILLION VISITORS, THE DOME DID NOT FULFIL EXPECTATIONS AND WE HAVE LEARNED THE LESSONS, GOOD AND BAD, FROM IT. But the development of the Dome has been the catalyst for unlocking the value of the North Greenwich peninsula and regenerating local communities. We need a revolution in the status, standards and focus of our public services.",UID19172
370523785,1.93e+07,Lab 2001,1120011671,NA,None,Labour,2001,Crowd,"Local Strategic Partnerships, which we have introduced to help coordinate public service improvement, will be properly inclusive of local people, involving them in decision-making.","Neighbourhood renewal. Over the next three years Labour is pledged to back reform, with £900 million of investment in deprived neighbourhoods. We want local people to lead renewal a coalition of public, private and voluntary organisations specifying priorities, engaging local effort. LOCAL STRATEGIC PARTNERSHIPS, WHICH WE HAVE INTRODUCED TO HELP COORDINATE PUBLIC SERVICE IMPROVEMENT, WILL BE PROPERLY INCLUSIVE OF LOCAL PEOPLE, INVOLVING THEM IN DECISION-MAKING. They will be backed by specific funds to engage the local community. Nearly £100 million has been set aside for business start-ups, and we will create a new tax credit for community investment to create £1 billion of investment in disadvantaged areas.",UID1016
326878471,2793302,LD 1997,50007151,-1,Economic,Liberal Democrats,1997,Crowd,We will restore benefit rights to asylum seekers and ensure that asylum claims are dealt with swiftly.,We will ensure that immigration policy is non-discriminatory in its application. We will reform current immigration laws so as to enable genuine family reunions. WE WILL RESTORE BENEFIT RIGHTS TO ASYLUM SEEKERS AND ENSURE THAT ASYLUM CLAIMS ARE DEALT WITH SWIFTLY. Increase ethnic minorities' confidence in the police. We will encourage the recruitment of ethnic minorities into the police force and require action to be taken against discrimination within the force.,UID19057
39251,Ken,Con 1997,40009191,NA,None,Conservatives,1997,Experts,in 1996 we won victory in our campaign to ban veal crates throughout the EU.,Britain will continue to take the lead in improving standards of animal welfare in Europe. In 1995 we secured a major breakthrough in the treatment of animals in transport IN 1996 WE WON VICTORY IN OUR CAMPAIGN TO BAN VEAL CRATES THROUGHOUT THE EU. We are determined that standards should continue to rise and that all EU countries should have to meet them. We will seek to ensure that all European countries have to raise animal welfare standards.,UID6285
70526,Iulia,Lab 1987,30003771,-1,Economic,Labour,1987,Experts,The Home Office will remain responsible for regulatory and statutory powers in relation to broadcasting.,"We will set up a Sports Trust to channel resources into the development of community sporting facilities and the attraction of major international sporting events to Britain. We will establish a Ministry for the Arts and Media with responsibility for the arts, crafts, public libraries, museums, film, publishing, the press, the record industry, the development of broadcasting and access to it, fashion, design, architecture and the heritage. THE HOME OFFICE WILL REMAIN RESPONSIBLE FOR REGULATORY AND STATUTORY POWERS IN RELATION TO BROADCASTING. The development of central and local government support for the arts, culture and entertainment is essential to the extension of choice, access and participation, and to the development of the related industries. We will protect the independence of the BBC and the independent broadcasting organisations.",UID13808
323988682,7918256,Con 1992,1070013891,NA,None,Conservatives,1992,Crowd,Twenty schemes are already in operation.,"Tackling crime and the fear of crime forms a vital part of the strategy to make our inner cities better places to live and work. The Safer Cities initiative, launched in 1988, has successfully brought together local groups and agencies to tackle crime in some of our worst affected urban areas. TWENTY SCHEMES ARE ALREADY IN OPERATION. We will double the number of Safer Cities Schemes to cover 40 urban areas. LONDON. London is a magnet to visitors and business from across the world.",UID19325
370523178,2.03e+07,Lab 2001,1120005601,-1,Social,Labour,2001,Crowd,The rural school closure programme has been ended,"Traditional tourist resorts face special problems, so we have extended the assisted area map to include many seaside resorts and have negotiated an extension to the European Union regeneration funding so that seaside towns throughout the country can start rebuilding their economy. Rural life. Labour is pledged to a rural services standard to set out specifically what rural people can expect from 21 public service providers - with annual auditing and commitments to service improvement. THE RURAL SCHOOL CLOSURE PROGRAMME HAS BEEN ENDED 3,000 new, affordable homes a year are on the way a £30 million police programme will help cut rural crime",UID16109
342179711,1.98e+07,LD 1997,50000731,NA,None,Liberal Democrats,1997,Crowd,"We will require schools to publish meaningful information on their standards, achievements and plans for the future.","Measure achievement in pupils and schools. We will give every pupil a Personal Record of Achievement which will enable them to build up a set of nationally accredited qualifications and record their other achievements. WE WILL REQUIRE SCHOOLS TO PUBLISH MEANINGFUL INFORMATION ON THEIR STANDARDS, ACHIEVEMENTS AND PLANS FOR THE FUTURE. Improve the National Curriculum. We will replace the National Curriculum with a more focused and flexible Minimum Curriculum Entitlement.",UID14171
342651747,2.14e+07,Lab 1997,60004821,-2,Social,Labour,1997,Crowd,"But under the Tories, the administrative costs of purchasing care have undermined provision and the market system has distorted clinical priorities.","There can be no return to top-down management, but Labour will end the Conservatives' internal market in healthcare. The planning and provision of care are necessary and distinct functions, and will remain so. BUT UNDER THE TORIES, THE ADMINISTRATIVE COSTS OF PURCHASING CARE HAVE UNDERMINED PROVISION AND THE MARKET SYSTEM HAS DISTORTED CLINICAL PRIORITIES. Labour will cut costs by removing the bureaucratic processes of the internal market. The savings achieved will go on direct care for patients.",UID6097
370526368,1.10e+07,Lab 2005,1150007631,-1,Economic,Labour,2005,Crowd,"When the one thing we all need is certainty, the Tories have admitted they have absolutely no plans for how to fund their pensions policy beyond four years.","When they left office in 1997, one in four pensioners was living in poverty and the poorest pensioners were expected to get by on just £69 a week. They would phase out the Pension Credit and abolish the State Second Pension, hurting most those most in need. WHEN THE ONE THING WE ALL NEED IS CERTAINTY, THE TORIES HAVE ADMITTED THEY HAVE ABSOLUTELY NO PLANS FOR HOW TO FUND THEIR PENSIONS POLICY BEYOND FOUR YEARS. The choice is whether we go forward with new Labour with today's pensioners provided for and poverty falling, a national consensus on fair and sustainable long-term reform and the policies to give older people enhanced rights and choices. Or back with the Tories to rising levels of pensioner poverty and unending insecurity for tomorrow's pensioners.",UID2053
334314612,2.01e+07,Con 1997,40008411,-2,Social,Conservatives,1997,Crowd,reducing demand by educating young people,We spend over £500m every year in tackling all aspects of drug problems. We will continue the fight against drugs through a coordinated approach: being tough on pushers REDUCING DEMAND BY EDUCATING YOUNG PEOPLE tackling drug abuse at local level through Drug Action Teams saying No to legalising drugs,UID2218
334667365,2.09e+07,LD 1997,50005191,NA,None,Liberal Democrats,1997,Crowd,We will: Give people choice in the services they use and the way they are provided.,"We will enable patients and staff to apply directly to our new National Inspectorate of Health and Social Care to carry out inspections and take action where deficiencies come to light. Community care. Our aim is to create a society in which people, whatever their needs, can live their lives with dignity. WE WILL: GIVE PEOPLE CHOICE IN THE SERVICES THEY USE AND THE WAY THEY ARE PROVIDED. We will require Councils to extend to those over 65 the right to arrange their own care privately, if they wish. This will promote independence and enable them to find better value for money.",UID17392
326877968,1.53e+07,LD 1997,50004871,-1,Social,Liberal Democrats,1997,Crowd,We will require local authorities to ensure that the public has access to NHS dentistry in all areas.,"We will ban the use of gagging clauses in employment contracts which prevent professional staff from speaking out against unsafe standards. Tackle the crisis in NHS dental care. WE WILL REQUIRE LOCAL AUTHORITIES TO ENSURE THAT THE PUBLIC HAS ACCESS TO NHS DENTISTRY IN ALL AREAS. Promoting good health. Britain has a health service that concentrates too much on curing illness rather than preventing it. A healthier nation and a more cost-effective NHS depend on shifting the emphasis towards prevention, tackling the root causes of ill health (e.g.poverty and homelessness) and making people more responsible for their own health.",UID4566
334665360,1.85e+07,Con 1997,40000841,0,Economic,Conservatives,1997,Crowd,Britain attracts nearly forty per cent of all the American and Japanese investment in Europe.,"Britain is now in its fifth year of growing faster than France or Germany. Unemployment in Britain has fallen to less than two million, while it rises across Europe. BRITAIN ATTRACTS NEARLY FORTY PER CENT OF ALL THE AMERICAN AND JAPANESE INVESTMENT IN EUROPE. Our aim now is to safeguard these achievements and build on them, so Britain becomes the unrivalled Enterprise Centre of Europe. A Low Tax Economy. For enterprise to flourish, the state must get out of the way of the wealth creators.",UID8028
12306,Pablo,LD 1997,50002981,-1,Economic,Liberal Democrats,1997,Experts,We will press for comprehensive and understandable EU-wide ecologically friendly and energy efficient labelling schemes.,"We will introduce deposit refund schemes and back EU-wide standards for product design, energy efficiency and reuse. Help people to choose environmentally friendly products. WE WILL PRESS FOR COMPREHENSIVE AND UNDERSTANDABLE EU-WIDE ECOLOGICALLY FRIENDLY AND ENERGY EFFICIENT LABELLING SCHEMES. Promoting animal welfare. The way a society treats animals is a measure of its civilisation. We will: Promote animal welfare.",UID8180
7016,Mik,LD 1997,50004071,NA,None,Liberal Democrats,1997,Experts,"However, many suffer from alienation, joblessness, high crime rates, a run down environment and loss of population.","We will set up a Food Commission, independent from MAFF and accountable to Parliament, maintain strict controls on the use of bio-technology and press for higher common food standards across the European Union. Urban communities . Britain's towns and cities offer civic pride, accessible facilities and, potentially, a high quality of life. HOWEVER, MANY SUFFER FROM ALIENATION, JOBLESSNESS, HIGH CRIME RATES, A RUN DOWN ENVIRONMENT AND LOSS OF POPULATION. Urban areas should offer excitement, security and a strong sense of community. We will: Boost local economic development and job opportunities.",UID17710
370519265,1.57e+07,LD 1992,1080001181,NA,None,Liberal Democrats,1992,Crowd,"The proportion of 16-18 year olds in full-time education or training was 35% in Britain in 1988, compared to 47% in Germany, 66% in France and 79% in the USA.","The proportion of children in pre-compulsory education in 1987-1988 was a mere 3.6%, compared to 13.5% in Germany, 17.0% in Belgium and 18.4% in France. Compared to our competitors, not enough of our young people stay on to post-compulsory education. THE PROPORTION OF 16-18 YEAR OLDS IN FULL-TIME EDUCATION OR TRAINING WAS 35% IN BRITAIN IN 1988, COMPARED TO 47% IN GERMANY, 66% IN FRANCE AND 79% IN THE USA. Investment in scientific research and development has fallen from 0.35% to 0.28% of GDP (while in Germany it stands at 0.40%), not only affecting our higher education system but creating a knock-on effect throughout the British economy. The Social Balance Sheet. Positives. Overall, British standards of health are improving.",UID18609
341605389,1.52e+07,LD 1987,20002361,-1,Social,Liberal Democrats,1987,Crowd,The probation service must be expanded to enable bail and non custodial sentences to be supervised where necessary under appropriate supervision.,"Where punishment is appropriate, it should normally be community service rather than prison but many of these offenders are more appropriately dealt with by rehabilitation or medical treatment. THE PROBATION SERVICE MUST BE EXPANDED TO ENABLE BAIL AND NON CUSTODIAL SENTENCES TO BE SUPERVISED WHERE NECESSARY UNDER APPROPRIATE SUPERVISION. The Home Office should consider extending the period of automatic remission for less serious offences. We strongly support victim support schemes.",UID17048
370526018,1.40e+07,Lab 2005,1150004131,-2,Economic,Labour,2005,Crowd,Our funding reforms will generate £1 billion of extra funds by 2010,"We are investing £1 billion more in the science base, and increasing public spending on higher education by 34 per cent in real terms. But graduates and employers must also play their part. OUR FUNDING REFORMS WILL GENERATE £1 BILLION OF EXTRA FUNDS BY 2010 the abolition of up-front fees and the creation of grants will help poorer students. A quarter of the income from the new student finance system will go to bursaries for students from poorer families.",UID8033
334667081,2.09e+07,Con 1997,40007851,1,Social,Conservatives,1997,Crowd,We have piloted curfew orders for adult offenders.,"We have reformed the right to silence, despite opposition from Labour. The number of suspects refusing to answer police questions has nearly halved as a result. WE HAVE PILOTED CURFEW ORDERS FOR ADULT OFFENDERS. They have been shown to keep criminals indoors - curbing their freedom as a punishment - and keeping them out of trouble in the meantime. We will extend electronically monitored curfew orders nationwide for those aged 16 and over.",UID15661
342179128,1.98e+07,Lab 1987,30001971,NA,None,Labour,1987,Crowd,They must be provided with a system of education that enables them to control that future.,"Education for Britain's Future. Our children are our future. We have a moral and material duty to see that children and young people are fully equipped to deal with the complexities and challenges which face them now and which they will meet as citizens parents and workers in the future. THEY MUST BE PROVIDED WITH A SYSTEM OF EDUCATION THAT ENABLES THEM TO CONTROL THAT FUTURE. We must see that it is democratic and just, that it is creative and compassionate, and that it is one in which they can fully exploit the advantages of science and technology with confidence and in safety. In pursuit of those objectives, Labour will invest in education so that the abilities of all children and adults from all home back grounds and in every part of our country are discovered and nourished.",UID12094
44069,Mik,Lab 2005,1150010401,-1,Economic,Labour,2005,Experts,ITV and Five will also be retained in our public service broadcasting system.,"The licence fee will be guaranteed for the whole of the ten-year Royal Charter that will take effect on 1 January 2007. Channel 4 will continue to be a publicly owned broadcaster providing distinctive competition to the BBC. ITV AND FIVE WILL ALSO BE RETAINED IN OUR PUBLIC SERVICE BROADCASTING SYSTEM. Digital switchover. The success of satelite and cable television in driving take-up of digital shows how changes in technology bring real benefits - in terms of greater choice, and increasingly, in access to services. Our aim is to make those benefits available to all.",UID11151
370528148,1.10e+07,LD 2010,1170001171,-1,Economic,Liberal Democrats,2010,Crowd,"Tax fairness for everyone. Under a Liberal Democrat government, you will not have to pay any income tax on the first £10,000 you earn.","We will cut taxes for millions of working people and pensioners, paid for by making sure that the very wealthy pay their fair share and that polluting air travel is properly taxed. We will boost the state pension by immediately restoring the link with earnings growth. TAX FAIRNESS FOR EVERYONE. UNDER A LIBERAL DEMOCRAT GOVERNMENT, YOU WILL NOT HAVE TO PAY ANY INCOME TAX ON THE FIRST £10,000 YOU EARN. This will put £700 back into the pockets of millions of people on low and middle incomes and free 3.6 million more people on low incomes from having to pay any income tax at all. In this way, we will help people who are struggling to make ends meet and provide an incentive to work and save.",UID6184
342180863,9458742,Con 1987,10007321,1,Social,Conservatives,1987,Crowd,We have embarked on the biggest prison building and modernisation programme this century and increased staff numbers by almost a fifth.,"The courts have been empowered to strip drug traffickers of their profits. We have brought forward a number of reforms to help tackle child abuse and make it more likely that offenders will be successfully prosecuted. WE HAVE EMBARKED ON THE BIGGEST PRISON BUILDING AND MODERNISATION PROGRAMME THIS CENTURY AND INCREASED STAFF NUMBERS BY ALMOST A FIFTH. Care for the Innocent. At the same time we have extended protection for innocent people and for the victims of crime. We have strengthened the safeguards against any abuse of police power by setting up an independent police Complaints Authority, providing for the tape-recording of police interviews and setting down clear rules on the proper treatment of the individual citizen.",UID15731
370517326,1.63e+07,Con 1997,40007181,1,Social,Conservatives,1997,Crowd,The Government has increased the maximum penalty for taking a gun to a crime and for attempted rape to life imprisonment.,"Our national DNA database - the first in the world - now has over 112,000 samples on it. 3,300 matches have so far been made between suspects and crime stains. THE GOVERNMENT HAS INCREASED THE MAXIMUM PENALTY FOR TAKING A GUN TO A CRIME AND FOR ATTEMPTED RAPE TO LIFE IMPRISONMENT. Since 1985 the average sentence for violence against the person has risen by a third and for sexual offences by nearly 40%. The number of cars stolen has fallen by nearly 20% in the last four years - that is about 100,000 fewer cars stolen.",UID13868
215965202,313343,Con 1987,10000651,1,Economic,Conservatives,1987,Crowd,It failed and mining productivity has since soared.,"The new Conservative policies met bitter resistance every step of the way. Remember: The year-long coal strike, with its violence and intimidation on a massive scale. IT FAILED AND MINING PRODUCTIVITY HAS SINCE SOARED. The battle we had to fight to ensure that Britain paid no more than its fair share of the European Community Budget. We now get automatic rebates - this year, over £1.3 billion.",UID10399
81082,Mik,Lab 2001,1120001141,0,Economic,Labour,2001,Experts,"Ambitions for Britain. Stretching the family budget, finding time for children as well as work, holding on to mutual respect, staying healthy when there can be danger even in the air we breathe.","Now we offer more. More change, and more rewards for Britain's hard-working families: more prosperity, more opportunities, more security. AMBITIONS FOR BRITAIN. STRETCHING THE FAMILY BUDGET, FINDING TIME FOR CHILDREN AS WELL AS WORK, HOLDING ON TO MUTUAL RESPECT, STAYING HEALTHY WHEN THERE CAN BE DANGER EVEN IN THE AIR WE BREATHE. These are daily worries that people face. They are my concerns too.",UID10239
32702,Slava,LD 1997,50008511,-1,Economic,Liberal Democrats,1997,Experts,Pensions +£265m.,"Education +£2,050m. Health +£565m. PENSIONS +£265M. Liberal Democrats would decrease Government spending on: Private consultants -£120m.",UID8702
342179691,9458742,LD 1997,50000301,-1,Social,Liberal Democrats,1997,Crowd,"That is the Liberal Democrat vision: of active government which invests in people, promotes their long-term prosperity and welfare, safeguards their security, and is answerable to them for its actions.","It means providing all citizens with the opportunity to build worthwhile lives for themselves and their families and helping them to recognise their responsibilities to the wider community. Liberal Democrats believe the role of democratic government is to protect and strengthen liberty, to redress the balance between the powerful and the weak, between rich and poor and between immediate gains and long-term environmental costs. THAT IS THE LIBERAL DEMOCRAT VISION: OF ACTIVE GOVERNMENT WHICH INVESTS IN PEOPLE, PROMOTES THEIR LONG-TERM PROSPERITY AND WELFARE, SAFEGUARDS THEIR SECURITY, AND IS ANSWERABLE TO THEM FOR ITS ACTIONS. Much of what we propose here requires no money only political will. But where extra investment is required we say where it will come from.",UID15884
204714841,7954010,Con 1997,40010691,NA,None,Conservatives,1997,Crowd,"Open, Accountable Government. In recent years we have taken significant steps to open up government to public scrutiny, and give individuals more information to hold government and public services to account.","In recent years we have opened up government, devolved power and accountability, and introduced reforms to make parliament work more effectively. It is that evolutionary process that we are committed to continue. OPEN, ACCOUNTABLE GOVERNMENT. IN RECENT YEARS WE HAVE TAKEN SIGNIFICANT STEPS TO OPEN UP GOVERNMENT TO PUBLIC SCRUTINY, AND GIVE INDIVIDUALS MORE INFORMATION TO HOLD GOVERNMENT AND PUBLIC SERVICES TO ACCOUNT. We have introduced a code on access to government information, policed by the Ombudsman. We have published information on the workings of government previously held secret -including the composition of cabinet committees, and the structure of the security and intelligence services.",UID18510
370519194,1.93e+07,LD 1992,1080000471,NA,None,Liberal Democrats,1992,Crowd,"We know that there is a limit to what Britain can achieve alone and we are committed to building in the wider world the sort of society we strive for at home, founded on mutual cooperation, political liberty and shared prosperity.","We believe that this is best achieved not by making people poorer or less free but by building true environmental costs into the market so as to reward those who conserve and penalise those who pollute. Liberal Democrats are uncompromisingly internationalist. WE KNOW THAT THERE IS A LIMIT TO WHAT BRITAIN CAN ACHIEVE ALONE AND WE ARE COMMITTED TO BUILDING IN THE WIDER WORLD THE SORT OF SOCIETY WE STRIVE FOR AT HOME, FOUNDED ON MUTUAL COOPERATION, POLITICAL LIBERTY AND SHARED PROSPERITY. We have long been committed Europeans, believing that Britain can only be secure, successful and environmentally safe if we play our full part in building a more united and democratic Europe. Globally, Liberal Democrats will work to strengthen international cooperation.",UID14731
63038,Alex,Lab 2005,1150007201,NA,None,Labour,2005,Experts,"It rewards saving and helps over three million pensioners, with women in particular benefiting.","Tackling pensioner poverty: The success of the Pension Credit. In 1997, 2.8 million pensioners were living in poverty - with the poorest expected to live on just £69 per week. Labour's Pension Credit now means that no pensioner need live on less than £109 per week. IT REWARDS SAVING AND HELPS OVER THREE MILLION PENSIONERS, WITH WOMEN IN PARTICULAR BENEFITING. We will increase Pension Credit in line with earnings up to and including 2007-08. All pensioners have benefited from improved universal benefits like the state pension, the Winter Fuel Payment (now worth £300 per year for the over-80s), help with council tax and free TV licences for the over-75s.",UID10388
63946,Alex,LD 2005,1140005001,NA,None,Liberal Democrats,2005,Experts,"Our priority is to secure a viable future for the post office network, by developing a business plan based on providing a combination of commercial services, benefits transactions and government information.","Over 3,500 post offices have closed under Labour, and hundreds more are due to be axed. Thousands also closed under the Conservatives. OUR PRIORITY IS TO SECURE A VIABLE FUTURE FOR THE POST OFFICE NETWORK, BY DEVELOPING A BUSINESS PLAN BASED ON PROVIDING A COMBINATION OF COMMERCIAL SERVICES, BENEFITS TRANSACTIONS AND GOVERNMENT INFORMATION. This will help keep more post offices open. We will maintain the obligation on Royal Mail to provide universal same-price delivery of letters throughout the UK.",UID18628
9104,Pablo,LD 1987,20007591,NA,None,Liberal Democrats,1987,Experts,Britain should have a sufficiently mature relationship with the United States for the British Prime Minister to make clear where British foreign policy departs from that of the President of the day.,"Britain is also a member of the Commonwealth and should be using that position to develop concerted policies on eradicating hunger and on issues such as South Africa and Namibia, yet Mrs. Thatcher has made such agreement impossible and treats respected Commonwealth leaders with disdain. Britain should take the lead in seeking international agreement on selective, targeted sanctions, backed by help for the Front Line States, as a means of increasing the pressure for an end to apartheid n South Africa. BRITAIN SHOULD HAVE A SUFFICIENTLY MATURE RELATIONSHIP WITH THE UNITED STATES FOR THE BRITISH PRIME MINISTER TO MAKE CLEAR WHERE BRITISH FOREIGN POLICY DEPARTS FROM THAT OF THE PRESIDENT OF THE DAY. The British Prime Minister should disavow such ventures as the bombing of Libya and support for the Contras, as so many Americans do, rather than allying with the most conservative forces in the White House. On defence and disarmament, Britain should be firmly committed to the achievement of multilateral disarmament and firm in our acceptance of our responsibility towards collective security through NATO: the Alliance rejects the one-sided approach which characterises both the escalation of our present nuclear capacity through Trident and Labour's decision to remove all nuclear weapons from British soil without securing the removal of those weapons which could threaten us.",UID12311
